Location,Year,Area,Price
Dhakoli,2022,1200,2942857.14
Dhakoli,2021,1200,2802721.09
Dhakoli,2020,1200,2669258.18
Dhakoli,2019,1200,2542150.65
Dhakoli,2018,1200,2421095.85
Dhakoli,2017,1200,2305805.58
Dhakoli,2016,1200,2196005.31
Dhakoli,2015,1200,2091433.63
Dhakoli,2014,1200,1991841.55
Dera Bassi,2023,990,2420000.0
Dera Bassi,2022,990,2304761.9
Dera Bassi,2021,990,2195011.34
Dera Bassi,2020,990,2090486.99
Dera Bassi,2019,990,1990939.99
Dera Bassi,2018,990,1896133.32
Dera Bassi,2017,990,1805841.26
Dera Bassi,2016,990,1719848.82
Dera Bassi,2015,990,1637951.26
Dera Bassi,2014,990,1559953.58
Dhakoli,2023,1772,7020000.0
Dhakoli,2022,1772,6685714.29
Dhakoli,2021,1772,6367346.94
Dhakoli,2020,1772,6064139.94
Dhakoli,2019,1772,5775371.37
Dhakoli,2018,1772,5500353.69
Dhakoli,2017,1772,5238432.08
Dhakoli,2016,1772,4988982.94
Dhakoli,2015,1772,4751412.32
Dhakoli,2014,1772,4525154.59
Patiala Road Zirakpur,2023,1080,3590000.0
Patiala Road Zirakpur,2022,1080,3419047.62
Patiala Road Zirakpur,2021,1080,3256235.83
Patiala Road Zirakpur,2020,1080,3101176.98
Patiala Road Zirakpur,2019,1080,2953501.88
Patiala Road Zirakpur,2018,1080,2812858.94
Patiala Road Zirakpur,2017,1080,2678913.27
Patiala Road Zirakpur,2016,1080,2551345.98
Patiala Road Zirakpur,2015,1080,2429853.31
Patiala Road Zirakpur,2014,1080,2314146.01
Dhakoli,2023,1450,5800000.0
Dhakoli,2022,1450,5523809.52
Dhakoli,2021,1450,5260770.98
Dhakoli,2020,1450,5010258.07
Dhakoli,2019,1450,4771674.35
Dhakoli,2018,1450,4544451.77
Dhakoli,2017,1450,4328049.3
Dhakoli,2016,1450,4121951.71
Dhakoli,2015,1450,3925668.3
Dhakoli,2014,1450,3738731.71
Lohgarh,2023,1800,6350000.0
Lohgarh,2022,1800,6047619.05
Lohgarh,2021,1800,5759637.19
Lohgarh,2020,1800,5485368.75
Lohgarh,2019,1800,5224160.71
Lohgarh,2018,1800,4975391.16
Lohgarh,2017,1800,4738467.77
Lohgarh,2016,1800,4512826.45
Lohgarh,2015,1800,4297929.95
Lohgarh,2014,1800,4093266.62
Sector 15,2023,2250,23500000.0
Sector 15,2022,2250,22380952.38
Sector 15,2021,2250,21315192.74
Sector 15,2020,2250,20300183.57
Sector 15,2019,2250,19333508.16
Sector 15,2018,2250,18412864.91
Sector 15,2017,2250,17536061.82
Sector 15,2016,2250,16701011.26
Sector 15,2015,2250,15905725.01
Sector 15,2014,2250,15148309.53
New chandigarh mohali,2023,1180,5700000.0
New chandigarh mohali,2022,1180,5428571.43
New chandigarh mohali,2021,1180,5170068.03
New chandigarh mohali,2020,1180,4923874.31
New chandigarh mohali,2019,1180,4689404.11
New chandigarh mohali,2018,1180,4466099.15
New chandigarh mohali,2017,1180,4253427.76
New chandigarh mohali,2016,1180,4050883.58
New chandigarh mohali,2015,1180,3857984.36
New chandigarh mohali,2014,1180,3674270.82
Dhakoli,2023,855,2790000.0
Dhakoli,2022,855,2657142.86
Dhakoli,2021,855,2530612.24
Dhakoli,2020,855,2410106.9
Dhakoli,2019,855,2295339.9
Dhakoli,2018,855,2186038.0
Dhakoli,2017,855,2081940.96
Dhakoli,2016,855,1982800.91
Dhakoli,2015,855,1888381.82
Dhakoli,2014,855,1798458.88
Dhakoli,2023,900,2750000.0
Dhakoli,2022,900,2619047.62
Dhakoli,2021,900,2494331.07
Dhakoli,2020,900,2375553.4
Dhakoli,2019,900,2262431.81
Dhakoli,2018,900,2154696.96
Dhakoli,2017,900,2052092.34
Dhakoli,2016,900,1954373.66
Dhakoli,2015,900,1861308.25
Dhakoli,2014,900,1772674.52
Sector 79,2023,1350,7500000.0
Sector 79,2022,1350,7142857.14
Sector 79,2021,1350,6802721.09
Sector 79,2020,1350,6478781.99
Sector 79,2019,1350,6170268.56
Sector 79,2018,1350,5876446.25
Sector 79,2017,1350,5596615.47
Sector 79,2016,1350,5330109.98
Sector 79,2015,1350,5076295.22
Sector 79,2014,1350,4834566.87
Togan,2023,2250,7890000.0
Togan,2022,2250,7514285.71
Togan,2021,2250,7156462.59
Togan,2020,2250,6815678.65
Togan,2019,2250,6491122.53
Togan,2018,2250,6182021.45
Togan,2017,2250,5887639.48
Togan,2016,2250,5607275.69
Togan,2015,2250,5340262.57
Togan,2014,2250,5085964.35
Mohali Sector 127,2023,900,3290000.0
Mohali Sector 127,2022,900,3133333.33
Mohali Sector 127,2021,900,2984126.98
Mohali Sector 127,2020,900,2842025.7
Mohali Sector 127,2019,900,2706691.14
Mohali Sector 127,2018,900,2577801.09
Mohali Sector 127,2017,900,2455048.65
Mohali Sector 127,2016,900,2338141.58
Mohali Sector 127,2015,900,2226801.5
Mohali Sector 127,2014,900,2120763.33
Omaxe New Chandigarh,2023,1395,4729000.0
Omaxe New Chandigarh,2022,1395,4503809.52
Omaxe New Chandigarh,2021,1395,4289342.4
Omaxe New Chandigarh,2020,1395,4085088.0
Omaxe New Chandigarh,2019,1395,3890560.0
Omaxe New Chandigarh,2018,1395,3705295.24
Omaxe New Chandigarh,2017,1395,3528852.61
Omaxe New Chandigarh,2016,1395,3360812.01
Omaxe New Chandigarh,2015,1395,3200773.34
Omaxe New Chandigarh,2014,1395,3048355.56
Peermachhala,2023,1050,3080000.0
Peermachhala,2022,1050,2933333.33
Peermachhala,2021,1050,2793650.79
Peermachhala,2020,1050,2660619.8
Peermachhala,2019,1050,2533923.62
Peermachhala,2018,1050,2413260.59
Peermachhala,2017,1050,2298343.42
Peermachhala,2016,1050,2188898.5
Peermachhala,2015,1050,2084665.24
Peermachhala,2014,1050,1985395.46
Dhakoli,2023,1000,4450000.0
Dhakoli,2022,1000,4238095.24
Dhakoli,2021,1000,4036281.18
Dhakoli,2020,1000,3844077.31
Dhakoli,2019,1000,3661026.01
Dhakoli,2018,1000,3486691.44
Dhakoli,2017,1000,3320658.52
Dhakoli,2016,1000,3162531.92
Dhakoli,2015,1000,3011935.16
Dhakoli,2014,1000,2868509.68
Sector 34,2023,3250,23500000.0
Sector 34,2022,3250,22380952.38
Sector 34,2021,3250,21315192.74
Sector 34,2020,3250,20300183.57
Sector 34,2019,3250,19333508.16
Sector 34,2018,3250,18412864.91
Sector 34,2017,3250,17536061.82
Sector 34,2016,3250,16701011.26
Sector 34,2015,3250,15905725.01
Sector 34,2014,3250,15148309.53
Zirakpur GAzipur Road,2023,1150,2790000.0
Zirakpur GAzipur Road,2022,1150,2657142.86
Zirakpur GAzipur Road,2021,1150,2530612.24
Zirakpur GAzipur Road,2020,1150,2410106.9
Zirakpur GAzipur Road,2019,1150,2295339.9
Zirakpur GAzipur Road,2018,1150,2186038.0
Zirakpur GAzipur Road,2017,1150,2081940.96
Zirakpur GAzipur Road,2016,1150,1982800.91
Zirakpur GAzipur Road,2015,1150,1888381.82
Zirakpur GAzipur Road,2014,1150,1798458.88
Sec 124 Sunny Enclave,2023,850,3590000.0
Sec 124 Sunny Enclave,2022,850,3419047.62
Sec 124 Sunny Enclave,2021,850,3256235.83
Sec 124 Sunny Enclave,2020,850,3101176.98
Sec 124 Sunny Enclave,2019,850,2953501.88
Sec 124 Sunny Enclave,2018,850,2812858.94
Sec 124 Sunny Enclave,2017,850,2678913.27
Sec 124 Sunny Enclave,2016,850,2551345.98
Sec 124 Sunny Enclave,2015,850,2429853.31
Sec 124 Sunny Enclave,2014,850,2314146.01
Sunny Enclave,2023,1100,3490000.0
Sunny Enclave,2022,1100,3323809.52
Sunny Enclave,2021,1100,3165532.88
Sunny Enclave,2020,1100,3014793.22
Sunny Enclave,2019,1100,2871231.64
Sunny Enclave,2018,1100,2734506.32
Sunny Enclave,2017,1100,2604291.73
Sunny Enclave,2016,1100,2480277.84
Sunny Enclave,2015,1100,2362169.37
Sunny Enclave,2014,1100,2249685.12
Dhakoli,2023,1360,3800000.0
Dhakoli,2022,1360,3619047.62
Dhakoli,2021,1360,3446712.02
Dhakoli,2020,1360,3282582.87
Dhakoli,2019,1360,3126269.4
Dhakoli,2018,1360,2977399.43
Dhakoli,2017,1360,2835618.51
Dhakoli,2016,1360,2700589.05
Dhakoli,2015,1360,2571989.58
Dhakoli,2014,1360,2449513.88
Dhakoli,2023,1755,6500003.0
Dhakoli,2022,1755,6190479.05
Dhakoli,2021,1755,5895694.33
Dhakoli,2020,1755,5614946.98
Dhakoli,2019,1755,5347568.55
Dhakoli,2018,1755,5092922.43
Dhakoli,2017,1755,4850402.32
Dhakoli,2016,1755,4619430.78
Dhakoli,2015,1755,4399457.88
Dhakoli,2014,1755,4189959.89
Mohali Sector 127,2023,600,1790000.0
Mohali Sector 127,2022,600,1704761.9
Mohali Sector 127,2021,600,1623582.77
Mohali Sector 127,2020,600,1546269.3
Mohali Sector 127,2019,600,1472637.43
Mohali Sector 127,2018,600,1402511.84
Mohali Sector 127,2017,600,1335725.56
Mohali Sector 127,2016,600,1272119.58
Mohali Sector 127,2015,600,1211542.46
Mohali Sector 127,2014,600,1153849.96
Mohali Sector 127,2023,1100,2690000.0
Mohali Sector 127,2022,1100,2561904.76
Mohali Sector 127,2021,1100,2439909.3
Mohali Sector 127,2020,1100,2323723.14
Mohali Sector 127,2019,1100,2213069.66
Mohali Sector 127,2018,1100,2107685.39
Mohali Sector 127,2017,1100,2007319.42
Mohali Sector 127,2016,1100,1911732.78
Mohali Sector 127,2015,1100,1820697.88
Mohali Sector 127,2014,1100,1733997.98
Mohali Sector 127,2023,930,2750000.0
Mohali Sector 127,2022,930,2619047.62
Mohali Sector 127,2021,930,2494331.07
Mohali Sector 127,2020,930,2375553.4
Mohali Sector 127,2019,930,2262431.81
Mohali Sector 127,2018,930,2154696.96
Mohali Sector 127,2017,930,2052092.34
Mohali Sector 127,2016,930,1954373.66
Mohali Sector 127,2015,930,1861308.25
Mohali Sector 127,2014,930,1772674.52
Mohali Sector 127,2023,1050,2690000.0
Mohali Sector 127,2022,1050,2561904.76
Mohali Sector 127,2021,1050,2439909.3
Mohali Sector 127,2020,1050,2323723.14
Mohali Sector 127,2019,1050,2213069.66
Mohali Sector 127,2018,1050,2107685.39
Mohali Sector 127,2017,1050,2007319.42
Mohali Sector 127,2016,1050,1911732.78
Mohali Sector 127,2015,1050,1820697.88
Mohali Sector 127,2014,1050,1733997.98
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2023,1450,4000000.0
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2022,1450,3809523.81
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2021,1450,3628117.91
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2020,1450,3455350.39
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2019,1450,3290809.9
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2018,1450,3134104.67
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2017,1450,2984861.59
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2016,1450,2842725.32
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2015,1450,2707357.45
PEER MUCHALLA ADJOING SEC 20 PANCHKULA,2014,1450,2578435.66
Dhakoli,2023,1100,3890000.0
Dhakoli,2022,1100,3704761.9
Dhakoli,2021,1100,3528344.67
Dhakoli,2020,1100,3360328.26
Dhakoli,2019,1100,3200312.63
Dhakoli,2018,1100,3047916.79
Dhakoli,2017,1100,2902777.89
Dhakoli,2016,1100,2764550.37
Dhakoli,2015,1100,2632905.12
Dhakoli,2014,1100,2507528.68
Dhakoli,2023,1100,3690000.0
Dhakoli,2022,1100,3514285.71
Dhakoli,2021,1100,3346938.78
Dhakoli,2020,1100,3187560.74
Dhakoli,2019,1100,3035772.13
Dhakoli,2018,1100,2891211.55
Dhakoli,2017,1100,2753534.81
Dhakoli,2016,1100,2622414.11
Dhakoli,2015,1100,2497537.25
Dhakoli,2014,1100,2378606.9
Dhakoli,2023,1190,3600000.0
Dhakoli,2022,1190,3428571.43
Dhakoli,2021,1190,3265306.12
Dhakoli,2020,1190,3109815.35
Dhakoli,2019,1190,2961728.91
Dhakoli,2018,1190,2820694.2
Dhakoli,2017,1190,2686375.43
Dhakoli,2016,1190,2558452.79
Dhakoli,2015,1190,2436621.7
Dhakoli,2014,1190,2320592.1
Dhakoli,2023,1125,3890000.0
Dhakoli,2022,1125,3704761.9
Dhakoli,2021,1125,3528344.67
Dhakoli,2020,1125,3360328.26
Dhakoli,2019,1125,3200312.63
Dhakoli,2018,1125,3047916.79
Dhakoli,2017,1125,2902777.89
Dhakoli,2016,1125,2764550.37
Dhakoli,2015,1125,2632905.12
Dhakoli,2014,1125,2507528.68
Dhakoli,2023,1100,3790000.0
Dhakoli,2022,1100,3609523.81
Dhakoli,2021,1100,3437641.72
Dhakoli,2020,1100,3273944.5
Dhakoli,2019,1100,3118042.38
Dhakoli,2018,1100,2969564.17
Dhakoli,2017,1100,2828156.35
Dhakoli,2016,1100,2693482.24
Dhakoli,2015,1100,2565221.18
Dhakoli,2014,1100,2443067.79
Dhakoli,2023,1755,6200000.0
Dhakoli,2022,1755,5904761.9
Dhakoli,2021,1755,5623582.77
Dhakoli,2020,1755,5355793.11
Dhakoli,2019,1755,5100755.34
Dhakoli,2018,1755,4857862.23
Dhakoli,2017,1755,4626535.46
Dhakoli,2016,1755,4406224.25
Dhakoli,2015,1755,4196404.04
Dhakoli,2014,1755,3996575.28
Dhakoli,2023,900,2990000.0
Dhakoli,2022,900,2847619.05
Dhakoli,2021,900,2712018.14
Dhakoli,2020,900,2582874.42
Dhakoli,2019,900,2459880.4
Dhakoli,2018,900,2342743.24
Dhakoli,2017,900,2231184.04
Dhakoli,2016,900,2124937.18
Dhakoli,2015,900,2023749.69
Dhakoli,2014,900,1927380.66
Dhakoli,2023,1150,3750000.0
Dhakoli,2022,1150,3571428.57
Dhakoli,2021,1150,3401360.54
Dhakoli,2020,1150,3239390.99
Dhakoli,2019,1150,3085134.28
Dhakoli,2018,1150,2938223.12
Dhakoli,2017,1150,2798307.74
Dhakoli,2016,1150,2665054.99
Dhakoli,2015,1150,2538147.61
Dhakoli,2014,1150,2417283.44
Dhakoli,2023,900,3000000.0
Dhakoli,2022,900,2857142.86
Dhakoli,2021,900,2721088.44
Dhakoli,2020,900,2591512.8
Dhakoli,2019,900,2468107.42
Dhakoli,2018,900,2350578.5
Dhakoli,2017,900,2238646.19
Dhakoli,2016,900,2132043.99
Dhakoli,2015,900,2030518.09
Dhakoli,2014,900,1933826.75
Dhakoli,2023,1410,5550000.0
Dhakoli,2022,1410,5285714.29
Dhakoli,2021,1410,5034013.61
Dhakoli,2020,1410,4794298.67
Dhakoli,2019,1410,4565998.74
Dhakoli,2018,1410,4348570.22
Dhakoli,2017,1410,4141495.45
Dhakoli,2016,1410,3944281.38
Dhakoli,2015,1410,3756458.46
Dhakoli,2014,1410,3577579.49
Dhakoli,2023,900,3000000.0
Dhakoli,2022,900,2857142.86
Dhakoli,2021,900,2721088.44
Dhakoli,2020,900,2591512.8
Dhakoli,2019,900,2468107.42
Dhakoli,2018,900,2350578.5
Dhakoli,2017,900,2238646.19
Dhakoli,2016,900,2132043.99
Dhakoli,2015,900,2030518.09
Dhakoli,2014,900,1933826.75
Dhakoli,2023,1755,6250000.0
Dhakoli,2022,1755,5952380.95
Dhakoli,2021,1755,5668934.24
Dhakoli,2020,1755,5398984.99
Dhakoli,2019,1755,5141890.47
Dhakoli,2018,1755,4897038.54
Dhakoli,2017,1755,4663846.23
Dhakoli,2016,1755,4441758.31
Dhakoli,2015,1755,4230246.01
Dhakoli,2014,1755,4028805.73
Dhakoli,2023,1600,6300000.0
Dhakoli,2022,1600,6000000.0
Dhakoli,2021,1600,5714285.71
Dhakoli,2020,1600,5442176.87
Dhakoli,2019,1600,5183025.59
Dhakoli,2018,1600,4936214.85
Dhakoli,2017,1600,4701157.0
Dhakoli,2016,1600,4477292.38
Dhakoli,2015,1600,4264087.98
Dhakoli,2014,1600,4061036.17
Dhakoli,2023,1100,3800000.0
Dhakoli,2022,1100,3619047.62
Dhakoli,2021,1100,3446712.02
Dhakoli,2020,1100,3282582.87
Dhakoli,2019,1100,3126269.4
Dhakoli,2018,1100,2977399.43
Dhakoli,2017,1100,2835618.51
Dhakoli,2016,1100,2700589.05
Dhakoli,2015,1100,2571989.58
Dhakoli,2014,1100,2449513.88
Dhakoli,2023,1150,3790000.0
Dhakoli,2022,1150,3609523.81
Dhakoli,2021,1150,3437641.72
Dhakoli,2020,1150,3273944.5
Dhakoli,2019,1150,3118042.38
Dhakoli,2018,1150,2969564.17
Dhakoli,2017,1150,2828156.35
Dhakoli,2016,1150,2693482.24
Dhakoli,2015,1150,2565221.18
Dhakoli,2014,1150,2443067.79
Dhakoli,2023,1150,3700000.0
Dhakoli,2022,1150,3523809.52
Dhakoli,2021,1150,3356009.07
Dhakoli,2020,1150,3196199.11
Dhakoli,2019,1150,3043999.16
Dhakoli,2018,1150,2899046.82
Dhakoli,2017,1150,2760996.97
Dhakoli,2016,1150,2629520.92
Dhakoli,2015,1150,2504305.64
Dhakoli,2014,1150,2385052.99
Dhakoli,2023,1580,5500000.0
Dhakoli,2022,1580,5238095.24
Dhakoli,2021,1580,4988662.13
Dhakoli,2020,1580,4751106.79
Dhakoli,2019,1580,4524863.61
Dhakoli,2018,1580,4309393.92
Dhakoli,2017,1580,4104184.68
Dhakoli,2016,1580,3908747.32
Dhakoli,2015,1580,3722616.49
Dhakoli,2014,1580,3545349.04
Dhakoli,2023,1008,3990000.0
Dhakoli,2022,1008,3800000.0
Dhakoli,2021,1008,3619047.62
Dhakoli,2020,1008,3446712.02
Dhakoli,2019,1008,3282582.87
Dhakoli,2018,1008,3126269.4
Dhakoli,2017,1008,2977399.43
Dhakoli,2016,1008,2835618.51
Dhakoli,2015,1008,2700589.05
Dhakoli,2014,1008,2571989.58
Dhakoli,2023,900,2000000.0
Dhakoli,2022,900,1904761.9
Dhakoli,2021,900,1814058.96
Dhakoli,2020,900,1727675.2
Dhakoli,2019,900,1645404.95
Dhakoli,2018,900,1567052.33
Dhakoli,2017,900,1492430.79
Dhakoli,2016,900,1421362.66
Dhakoli,2015,900,1353678.72
Dhakoli,2014,900,1289217.83
New chandigarh mohali,2023,1640,7000000.0
New chandigarh mohali,2022,1640,6666666.67
New chandigarh mohali,2021,1640,6349206.35
New chandigarh mohali,2020,1640,6046863.19
New chandigarh mohali,2019,1640,5758917.32
New chandigarh mohali,2018,1640,5484683.17
New chandigarh mohali,2017,1640,5223507.78
New chandigarh mohali,2016,1640,4974769.31
New chandigarh mohali,2015,1640,4737875.53
New chandigarh mohali,2014,1640,4512262.41
Dhakoli,2023,1170,3750000.0
Dhakoli,2022,1170,3571428.57
Dhakoli,2021,1170,3401360.54
Dhakoli,2020,1170,3239390.99
Dhakoli,2019,1170,3085134.28
Dhakoli,2018,1170,2938223.12
Dhakoli,2017,1170,2798307.74
Dhakoli,2016,1170,2665054.99
Dhakoli,2015,1170,2538147.61
Dhakoli,2014,1170,2417283.44
Dhakoli,2023,1098,3450000.0
Dhakoli,2022,1098,3285714.29
Dhakoli,2021,1098,3129251.7
Dhakoli,2020,1098,2980239.71
Dhakoli,2019,1098,2838323.54
Dhakoli,2018,1098,2703165.27
Dhakoli,2017,1098,2574443.12
Dhakoli,2016,1098,2451850.59
Dhakoli,2015,1098,2335095.8
Dhakoli,2014,1098,2223900.76
Dhakoli,2023,1098,3750000.0
Dhakoli,2022,1098,3571428.57
Dhakoli,2021,1098,3401360.54
Dhakoli,2020,1098,3239390.99
Dhakoli,2019,1098,3085134.28
Dhakoli,2018,1098,2938223.12
Dhakoli,2017,1098,2798307.74
Dhakoli,2016,1098,2665054.99
Dhakoli,2015,1098,2538147.61
Dhakoli,2014,1098,2417283.44
Dhakoli,2023,1100,3790000.0
Dhakoli,2022,1100,3609523.81
Dhakoli,2021,1100,3437641.72
Dhakoli,2020,1100,3273944.5
Dhakoli,2019,1100,3118042.38
Dhakoli,2018,1100,2969564.17
Dhakoli,2017,1100,2828156.35
Dhakoli,2016,1100,2693482.24
Dhakoli,2015,1100,2565221.18
Dhakoli,2014,1100,2443067.79
Dhakoli,2023,855,2690000.0
Dhakoli,2022,855,2561904.76
Dhakoli,2021,855,2439909.3
Dhakoli,2020,855,2323723.14
Dhakoli,2019,855,2213069.66
Dhakoli,2018,855,2107685.39
Dhakoli,2017,855,2007319.42
Dhakoli,2016,855,1911732.78
Dhakoli,2015,855,1820697.88
Dhakoli,2014,855,1733997.98
Dhakoli,2023,1170,3790000.0
Dhakoli,2022,1170,3609523.81
Dhakoli,2021,1170,3437641.72
Dhakoli,2020,1170,3273944.5
Dhakoli,2019,1170,3118042.38
Dhakoli,2018,1170,2969564.17
Dhakoli,2017,1170,2828156.35
Dhakoli,2016,1170,2693482.24
Dhakoli,2015,1170,2565221.18
Dhakoli,2014,1170,2443067.79
Dhakoli,2023,1100,3590000.0
Dhakoli,2022,1100,3419047.62
Dhakoli,2021,1100,3256235.83
Dhakoli,2020,1100,3101176.98
Dhakoli,2019,1100,2953501.88
Dhakoli,2018,1100,2812858.94
Dhakoli,2017,1100,2678913.27
Dhakoli,2016,1100,2551345.98
Dhakoli,2015,1100,2429853.31
Dhakoli,2014,1100,2314146.01
Dhakoli,2023,1100,3790000.0
Dhakoli,2022,1100,3609523.81
Dhakoli,2021,1100,3437641.72
Dhakoli,2020,1100,3273944.5
Dhakoli,2019,1100,3118042.38
Dhakoli,2018,1100,2969564.17
Dhakoli,2017,1100,2828156.35
Dhakoli,2016,1100,2693482.24
Dhakoli,2015,1100,2565221.18
Dhakoli,2014,1100,2443067.79
Dhakoli,2023,1100,4100000.0
Dhakoli,2022,1100,3904761.9
Dhakoli,2021,1100,3718820.86
Dhakoli,2020,1100,3541734.15
Dhakoli,2019,1100,3373080.15
Dhakoli,2018,1100,3212457.28
Dhakoli,2017,1100,3059483.13
Dhakoli,2016,1100,2913793.45
Dhakoli,2015,1100,2775041.38
Dhakoli,2014,1100,2642896.56
Dhakoli,2023,855,2790000.0
Dhakoli,2022,855,2657142.86
Dhakoli,2021,855,2530612.24
Dhakoli,2020,855,2410106.9
Dhakoli,2019,855,2295339.9
Dhakoli,2018,855,2186038.0
Dhakoli,2017,855,2081940.96
Dhakoli,2016,855,1982800.91
Dhakoli,2015,855,1888381.82
Dhakoli,2014,855,1798458.88
Dhakoli,2023,855,2690000.0
Dhakoli,2022,855,2561904.76
Dhakoli,2021,855,2439909.3
Dhakoli,2020,855,2323723.14
Dhakoli,2019,855,2213069.66
Dhakoli,2018,855,2107685.39
Dhakoli,2017,855,2007319.42
Dhakoli,2016,855,1911732.78
Dhakoli,2015,855,1820697.88
Dhakoli,2014,855,1733997.98
Dhakoli,2023,1098,3490000.0
Dhakoli,2022,1098,3323809.52
Dhakoli,2021,1098,3165532.88
Dhakoli,2020,1098,3014793.22
Dhakoli,2019,1098,2871231.64
Dhakoli,2018,1098,2734506.32
Dhakoli,2017,1098,2604291.73
Dhakoli,2016,1098,2480277.84
Dhakoli,2015,1098,2362169.37
Dhakoli,2014,1098,2249685.12
Dhakoli,2023,1098,3790000.0
Dhakoli,2022,1098,3609523.81
Dhakoli,2021,1098,3437641.72
Dhakoli,2020,1098,3273944.5
Dhakoli,2019,1098,3118042.38
Dhakoli,2018,1098,2969564.17
Dhakoli,2017,1098,2828156.35
Dhakoli,2016,1098,2693482.24
Dhakoli,2015,1098,2565221.18
Dhakoli,2014,1098,2443067.79
Dhakoli,2023,855,2790000.0
Dhakoli,2022,855,2657142.86
Dhakoli,2021,855,2530612.24
Dhakoli,2020,855,2410106.9
Dhakoli,2019,855,2295339.9
Dhakoli,2018,855,2186038.0
Dhakoli,2017,855,2081940.96
Dhakoli,2016,855,1982800.91
Dhakoli,2015,855,1888381.82
Dhakoli,2014,855,1798458.88
Lohgarh,2023,1350,3499200.0
Lohgarh,2022,1350,3332571.43
Lohgarh,2021,1350,3173877.55
Lohgarh,2020,1350,3022740.52
Lohgarh,2019,1350,2878800.5
Lohgarh,2018,1350,2741714.76
Lohgarh,2017,1350,2611156.92
Lohgarh,2016,1350,2486816.11
Lohgarh,2015,1350,2368396.3
Lohgarh,2014,1350,2255615.52
New chandigarh mohali,2023,1415,8000000.0
New chandigarh mohali,2022,1415,7619047.62
New chandigarh mohali,2021,1415,7256235.83
New chandigarh mohali,2020,1415,6910700.79
New chandigarh mohali,2019,1415,6581619.8
New chandigarh mohali,2018,1415,6268209.33
New chandigarh mohali,2017,1415,5969723.17
New chandigarh mohali,2016,1415,5685450.64
New chandigarh mohali,2015,1415,5414714.9
New chandigarh mohali,2014,1415,5156871.33
Sector 53,2023,2250,14000000.0
Sector 53,2022,2250,13333333.33
Sector 53,2021,2250,12698412.7
Sector 53,2020,2250,12093726.38
Sector 53,2019,2250,11517834.65
Sector 53,2018,2250,10969366.33
Sector 53,2017,2250,10447015.55
Sector 53,2016,2250,9949538.62
Sector 53,2015,2250,9475751.07
Sector 53,2014,2250,9024524.83
Sector 60,2023,1800,14000000.0
Sector 60,2022,1800,13333333.33
Sector 60,2021,1800,12698412.7
Sector 60,2020,1800,12093726.38
Sector 60,2019,1800,11517834.65
Sector 60,2018,1800,10969366.33
Sector 60,2017,1800,10447015.55
Sector 60,2016,1800,9949538.62
Sector 60,2015,1800,9475751.07
Sector 60,2014,1800,9024524.83
New chandigarh mohali,2023,1778,8536178.0
New chandigarh mohali,2022,1778,8129693.33
New chandigarh mohali,2021,1778,7742565.08
New chandigarh mohali,2020,1778,7373871.5
New chandigarh mohali,2019,1778,7022734.77
New chandigarh mohali,2018,1778,6688318.82
New chandigarh mohali,2017,1778,6369827.45
New chandigarh mohali,2016,1778,6066502.34
New chandigarh mohali,2015,1778,5777621.27
New chandigarh mohali,2014,1778,5502496.45
New chandigarh mohali,2023,1415,7505160.0
New chandigarh mohali,2022,1415,7147771.43
New chandigarh mohali,2021,1415,6807401.36
New chandigarh mohali,2020,1415,6483239.39
New chandigarh mohali,2019,1415,6174513.71
New chandigarh mohali,2018,1415,5880489.24
New chandigarh mohali,2017,1415,5600465.95
New chandigarh mohali,2016,1415,5333777.09
